scenario,task,target,model,n,mae,rmse,mape,smape,r2,spearman,prediction_interval_95_coverage,prediction_interval_80_coverage,accuracy,balanced_accuracy,macro_f1,precision_decrease,recall_decrease,f1_decrease,support_decrease,precision_increase,recall_increase,f1_increase,support_increase,precision_stable,recall_stable,f1_stable,support_stable,roc_auc_ovr_macro,pr_auc_ovr_macro,precision_A,recall_A,f1_A,support_A,precision_B,recall_B,f1_B,support_B,precision_both,recall_both,f1_both,support_both,precision_uncertain,recall_uncertain,f1_uncertain,support_uncertain,precision_not_increase,recall_not_increase,f1_not_increase,support_not_increase,roc_auc,pr_auc
malaysia_only,regression,target_next_INF_A,seasonal_naive,306,48.1797385620915,73.99829975082584,1.4047893388125772,1.1747622109392875,0.03787341820779078,0.506487800616139,0.3464052287581699,0.26143790849673204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,moving_average,306,24.59640522875817,43.99544131167627,0.6214818574770523,0.5109943066441515,0.6599019920629834,0.9181972946948924,0.4673202614379085,0.41830065359477125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,sarimax,306,68.19989680823772,101.61780714298163,0.9992694701800614,1.9976407803236416,-0.8143804972373692,-0.41119487077157824,0.2908496732026144,0.2647058823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,prophet,306,57.17558503652813,87.82535097519413,1.162439391206571,1.246616961929976,-0.35527840832293167,0.6001775261731479,0.4934640522875817,0.4150326797385621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,elastic_net,306,26.85776707914704,49.303685069345704,0.567562328637847,0.7835563332526706,0.5728823753160628,0.9330343587340755,0.40522875816993464,0.3464052287581699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,random_forest,306,42.81865145460304,77.07902806576676,0.5370707045977049,0.9814773523546941,-0.04390551221322592,0.8314098090865417,0.3758169934640523,0.3431372549019608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,xgboost,306,44.543252352016424,78.94483489604247,0.5672354015664245,1.0440661898619494,-0.09505560622115516,0.813543657266016,0.32679738562091504,0.2908496732026144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,lightgbm,306,48.32098563497186,81.42014998012715,0.6278001085762199,1.1062250910010536,-0.1648031257778264,0.8259878916914305,0.33986928104575165,0.3104575163398693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,lstm,294,67.62034825549847,100.05867955769232,0.9427320386438784,1.8079700745173022,-0.7481148853356143,0.8180859165285993,0.2687074829931973,0.24149659863945577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malaysia_only,regression,target_next_INF_A,gru,294,65.18370112432103,97.54257020706186,0.9328904473854881,1.6337741203205796,-0.6613029106812154,0.708086465416518,0.2619047619047619,0.24489795918367346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
