scenario,task,target,model,COUNTRY_CODE,latest_observed_week,forecast_week,prediction,lower_95,upper_95,lower_80,upper_80,prob_decrease,prob_increase,prob_stable,prob_A,prob_B,prob_both,prob_uncertain,prob_not_increase
joint_uae_malaysia,regression,target_next_INF_A,sarimax,ARE,2026-05-11,2026-05-18,199.13941031601436,148.42269341824976,249.85612721377896,166.0182890766579,232.26053155537082,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,sarimax,MYS,2026-05-04,2026-05-11,0.2160402781295076,-50.50067661963508,50.93275717589409,-32.90508096122696,33.33716151748597,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,prophet,ARE,2026-05-11,2026-05-18,197.50223065560803,140.61376711981427,254.3906941914018,160.35058099957945,234.6538803116366,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,prophet,MYS,2026-05-04,2026-05-11,26.639500286206797,-30.24896324958697,83.52796382200057,-10.512149369821792,63.791149942235386,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,elastic_net,ARE,2026-05-11,2026-05-18,51.19896935857209,23.767080657942167,78.63085805920201,33.284266533670916,69.11367218347327,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,elastic_net,MYS,2026-05-04,2026-05-11,27.435359348556695,0.003470647926768322,54.86724804918662,9.520656523655518,45.35006217345787,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,random_forest,ARE,2026-05-11,2026-05-18,18.385894706365868,0.824215688272897,35.947573724458834,6.917043102713317,29.85474631001842,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,random_forest,MYS,2026-05-04,2026-05-11,19.383015608692585,1.8213365905996142,36.944694626785555,7.914164005040034,30.851867212345134,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,xgboost,ARE,2026-05-11,2026-05-18,20.316343,10.95322036743164,29.679466247558594,14.201650619506836,26.4310359954834,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,xgboost,MYS,2026-05-04,2026-05-11,10.593647,1.2305240631103516,19.956769943237305,4.478954315185547,16.70833969116211,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,lightgbm,ARE,2026-05-11,2026-05-18,24.39571698295874,8.147660201734926,40.643773764182555,13.784741125832983,35.0066928400845,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,lightgbm,MYS,2026-05-04,2026-05-11,13.29994157000914,-2.948115211214672,29.547998351232955,2.6889657128833857,23.910917427134898,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,sarimax,ARE,2026-05-11,2026-05-18,110.7254471209339,93.12373715076235,128.32715709110542,99.23045285469942,122.22044138716836,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,sarimax,MYS,2026-05-04,2026-05-11,0.03608363404788206,-17.565626336123657,17.637793604219418,-11.45891063218659,11.531077900282355,,,,,,,,
