class,curve,x,y
decrease,roc,0.0,0.0
decrease,roc,0.0,0.015151515151515152
decrease,roc,0.0,0.030303030303030304
decrease,roc,0.04142011834319527,0.030303030303030304
decrease,roc,0.04142011834319527,0.045454545454545456
decrease,roc,0.05917159763313609,0.045454545454545456
decrease,roc,0.05917159763313609,0.06060606060606061
decrease,roc,0.0650887573964497,0.06060606060606061
decrease,roc,0.0650887573964497,0.07575757575757576
decrease,roc,0.07692307692307693,0.07575757575757576
decrease,roc,0.07692307692307693,0.09090909090909091
decrease,roc,0.10650887573964497,0.09090909090909091
decrease,roc,0.10650887573964497,0.12121212121212122
decrease,roc,0.17159763313609466,0.12121212121212122
decrease,roc,0.17159763313609466,0.13636363636363635
decrease,roc,0.17751479289940827,0.13636363636363635
decrease,roc,0.17751479289940827,0.18181818181818182
decrease,roc,0.24260355029585798,0.18181818181818182
decrease,roc,0.24260355029585798,0.19696969696969696
decrease,roc,0.2485207100591716,0.19696969696969696
decrease,roc,0.2485207100591716,0.21212121212121213
decrease,roc,0.2603550295857988,0.21212121212121213
decrease,roc,0.2603550295857988,0.22727272727272727
decrease,roc,0.26627218934911245,0.22727272727272727
decrease,roc,0.26627218934911245,0.24242424242424243
decrease,roc,0.2958579881656805,0.24242424242424243
decrease,roc,0.2958579881656805,0.25757575757575757
decrease,roc,0.3136094674556213,0.25757575757575757
decrease,roc,0.3136094674556213,0.2727272727272727
decrease,roc,0.3254437869822485,0.2727272727272727
decrease,roc,0.3254437869822485,0.2878787878787879
decrease,roc,0.33136094674556216,0.2878787878787879
decrease,roc,0.33136094674556216,0.30303030303030304
decrease,roc,0.3668639053254438,0.30303030303030304
decrease,roc,0.3668639053254438,0.3181818181818182
decrease,roc,0.3905325443786982,0.3181818181818182
decrease,roc,0.3905325443786982,0.3333333333333333
decrease,roc,0.44970414201183434,0.3333333333333333
decrease,roc,0.44970414201183434,0.3484848484848485
decrease,roc,0.48520710059171596,0.3484848484848485
decrease,roc,0.48520710059171596,0.3787878787878788
decrease,roc,0.4911242603550296,0.3787878787878788
decrease,roc,0.4911242603550296,0.3939393939393939
decrease,roc,0.5029585798816568,0.3939393939393939
decrease,roc,0.5029585798816568,0.4090909090909091
decrease,roc,0.5088757396449705,0.4090909090909091
decrease,roc,0.5088757396449705,0.42424242424242425
decrease,roc,0.5207100591715976,0.42424242424242425
decrease,roc,0.5207100591715976,0.45454545454545453
decrease,roc,0.5384615384615384,0.45454545454545453
decrease,roc,0.5384615384615384,0.5151515151515151
decrease,roc,0.5502958579881657,0.5151515151515151
decrease,roc,0.5502958579881657,0.5303030303030303
decrease,roc,0.5680473372781065,0.5303030303030303
decrease,roc,0.5680473372781065,0.5454545454545454
decrease,roc,0.5798816568047337,0.5454545454545454
decrease,roc,0.5798816568047337,0.5606060606060606
decrease,roc,0.5857988165680473,0.5606060606060606
decrease,roc,0.5857988165680473,0.5757575757575758
decrease,roc,0.5976331360946746,0.5757575757575758
decrease,roc,0.5976331360946746,0.6212121212121212
decrease,roc,0.621301775147929,0.6212121212121212
decrease,roc,0.621301775147929,0.6363636363636364
decrease,roc,0.6331360946745562,0.6363636363636364
decrease,roc,0.6331360946745562,0.6666666666666666
decrease,roc,0.6390532544378699,0.6666666666666666
decrease,roc,0.6390532544378699,0.6818181818181818
decrease,roc,0.6863905325443787,0.6818181818181818
decrease,roc,0.6863905325443787,0.696969696969697
decrease,roc,0.7100591715976331,0.696969696969697
decrease,roc,0.7100591715976331,0.7121212121212122
decrease,roc,0.7633136094674556,0.7121212121212122
decrease,roc,0.7633136094674556,0.7424242424242424
decrease,roc,0.7692307692307693,0.7424242424242424
decrease,roc,0.7692307692307693,0.7575757575757576
decrease,roc,0.7869822485207101,0.7575757575757576
decrease,roc,0.7869822485207101,0.8333333333333334
decrease,roc,0.8284023668639053,0.8333333333333334
decrease,roc,0.8284023668639053,0.8484848484848485
decrease,roc,0.834319526627219,0.8484848484848485
decrease,roc,0.834319526627219,0.8636363636363636
decrease,roc,0.8402366863905325,0.8636363636363636
decrease,roc,0.8402366863905325,0.8787878787878788
decrease,roc,0.8520710059171598,0.8787878787878788
decrease,roc,0.8520710059171598,0.8939393939393939
decrease,roc,0.8579881656804734,0.8939393939393939
decrease,roc,0.8579881656804734,0.9090909090909091
decrease,roc,0.863905325443787,0.9090909090909091
decrease,roc,0.863905325443787,0.9242424242424242
decrease,roc,0.8757396449704142,0.9242424242424242
decrease,roc,0.8757396449704142,0.9393939393939394
decrease,roc,0.9112426035502958,0.9393939393939394
decrease,roc,0.9112426035502958,0.9545454545454546
decrease,roc,0.9171597633136095,0.9545454545454546
decrease,roc,0.9171597633136095,0.9848484848484849
decrease,roc,0.9289940828402367,0.9848484848484849
decrease,roc,0.9289940828402367,1.0
decrease,roc,1.0,1.0
decrease,pr,1.0,0.28085106382978725
decrease,pr,1.0,0.28205128205128205
decrease,pr,1.0,0.2832618025751073
decrease,pr,1.0,0.28448275862068967
decrease,pr,1.0,0.2857142857142857
decrease,pr,1.0,0.28695652173913044
decrease,pr,1.0,0.28820960698689957
decrease,pr,1.0,0.2894736842105263
decrease,pr,1.0,0.2907488986784141
decrease,pr,1.0,0.2920353982300885
decrease,pr,1.0,0.29333333333333333
decrease,pr,1.0,0.29464285714285715
decrease,pr,1.0,0.29596412556053814
