scenario,task,target,model,n,mae,rmse,mape,smape,r2,spearman,prediction_interval_95_coverage,prediction_interval_80_coverage,accuracy,balanced_accuracy,macro_f1,precision_decrease,recall_decrease,f1_decrease,support_decrease,precision_increase,recall_increase,f1_increase,support_increase,precision_stable,recall_stable,f1_stable,support_stable,roc_auc_ovr_macro,pr_auc_ovr_macro,precision_A,recall_A,f1_A,support_A,precision_B,recall_B,f1_B,support_B,precision_both,recall_both,f1_both,support_both,precision_uncertain,recall_uncertain,f1_uncertain,support_uncertain,precision_not_increase,recall_not_increase,f1_not_increase,support_not_increase,roc_auc,pr_auc
joint_uae_malaysia,regression,target_next_INF_A,seasonal_naive,372,54.583333333333336,87.4813497789088,1.3248575328172445,1.0627352848799891,0.2137045060217707,0.5656407523777681,0.6532258064516129,0.510752688172043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,moving_average,372,33.84274193548387,67.23565322443241,0.6369134551095964,0.4982662121714477,0.5355338231565421,0.9030739073026912,0.7231182795698925,0.6021505376344086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,sarimax,372,74.67340436135325,112.12241331684378,1.1572499735847368,1.7645437029410638,-0.2916347184937087,-0.1138683177039337,0.4569892473118279,0.3817204301075269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,prophet,372,68.51225659825177,100.1439158412954,1.498389442757924,1.170118111300527,-0.0303955507984217,0.563097805653309,0.5591397849462365,0.4543010752688172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,elastic_net,372,29.302726392364477,53.00879240922411,0.7839191938609663,0.7444379017690156,0.7112974248598639,0.8797122902616662,0.6747311827956989,0.5376344086021505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,random_forest,372,26.316559669856076,52.87473421238536,0.5239564526208562,0.6426839249359598,0.7127558246985515,0.9488728763841964,0.5806451612903226,0.4677419354838709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,xgboost,372,27.71972381828293,56.59221685089069,0.4527215231724195,0.6706845355397106,0.6709451854820236,0.9332838113442756,0.4543010752688172,0.3548387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_A,lightgbm,372,27.783065835913693,58.61951528974045,0.4949245280337032,0.685741913186277,0.6469475071189457,0.9400565097007052,0.5349462365591398,0.4381720430107527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,seasonal_naive,372,41.2768817204301,67.60441943306458,3.251812425393389,1.417557133521068,-1.2407266420328966,0.2976943554928539,0.4623655913978494,0.4032258064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,moving_average,372,10.066532258064516,20.182155198116483,0.6084317528625357,0.5651566043526797,0.8003019675971179,0.9445533327701991,0.7231182795698925,0.6182795698924731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,sarimax,372,44.21752155114094,74.85906675445345,2.9738061534328843,1.8673743560687064,-1.7474355915456998,-0.157304467747609,0.5564516129032258,0.489247311827957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,prophet,372,27.62638500900768,49.357604634818834,1.74667768005389,1.1836705853627023,-0.1943919084525192,0.5812480494572996,0.7204301075268817,0.6478494623655914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,elastic_net,372,9.96958761140352,18.04892761228237,1.13626443025838,0.8530504934349084,0.8402865433648492,0.9116624645836072,0.6182795698924731,0.5053763440860215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,random_forest,372,14.436673095007286,32.55082111408705,1.3905807868531868,0.9027669215759186,0.4805274546728914,0.8618693613158571,0.489247311827957,0.3763440860215054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,xgboost,372,16.05511771062369,35.30524810512064,1.7298464415846015,0.9365115722207747,0.3888930281214372,0.8358890115680181,0.3736559139784946,0.2903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_B,lightgbm,372,15.859817128091168,35.76058776688621,1.30367423567143,0.9365051240364146,0.3730282116667509,0.8552334546921938,0.4327956989247312,0.3548387096774194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_ALL,seasonal_naive,308,83.48701298701299,111.37219686154276,1.1765402453908689,0.7587453029553737,-0.1238112201535077,0.3579803575191654,0.6331168831168831,0.448051948051948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joint_uae_malaysia,regression,target_next_INF_ALL,moving_average,308,47.72402597402598,77.76963724534612,0.6748490830859427,0.4029156868868628,0.4520260193672966,0.820126800158524,0.7402597402597403,0.5616883116883117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
