precision,recall
0.3089700996677741,1.0
0.31,1.0
0.3110367892976589,1.0
0.3087248322147651,0.989247311827957
0.30976430976430974,0.989247311827957
0.30743243243243246,0.978494623655914
0.30847457627118646,0.978494623655914
0.30612244897959184,0.967741935483871
0.30716723549488056,0.967741935483871
0.3047945205479452,0.956989247311828
0.30584192439862545,0.956989247311828
0.30689655172413793,0.956989247311828
0.3079584775086505,0.956989247311828
0.3090277777777778,0.956989247311828
0.31010452961672474,0.956989247311828
0.3111888111888112,0.956989247311828
0.3087719298245614,0.946236559139785
0.30633802816901406,0.9354838709677419
0.30742049469964666,0.9354838709677419
0.30851063829787234,0.9354838709677419
0.3096085409252669,0.9354838709677419
0.3107142857142857,0.9354838709677419
0.30824372759856633,0.9247311827956989
0.3057553956834532,0.9139784946236559
0.30324909747292417,0.9032258064516129
0.30434782608695654,0.9032258064516129
0.3054545454545455,0.9032258064516129
0.3029197080291971,0.8924731182795699
0.30036630036630035,0.8817204301075269
0.2977941176470588,0.8709677419354839
0.2952029520295203,0.8602150537634409
0.29259259259259257,0.8494623655913979
0.2936802973977695,0.8494623655913979
0.2947761194029851,0.8494623655913979
0.29213483146067415,0.8387096774193549
0.2932330827067669,0.8387096774193549
0.2943396226415094,0.8387096774193549
0.29545454545454547,0.8387096774193549
0.29277566539923955,0.8279569892473119
0.2900763358778626,0.8172043010752689
0.29118773946360155,0.8172043010752689
0.2923076923076923,0.8172043010752689
0.29343629343629346,0.8172043010752689
0.29457364341085274,0.8172043010752689
0.29571984435797666,0.8172043010752689
0.296875,0.8172043010752689
0.29411764705882354,0.8064516129032258
0.2952755905511811,0.8064516129032258
0.2964426877470356,0.8064516129032258
0.29365079365079366,0.7956989247311828
0.2908366533864542,0.7849462365591398
0.292,0.7849462365591398
0.2931726907630522,0.7849462365591398
0.29435483870967744,0.7849462365591398
0.29554655870445345,0.7849462365591398
0.2967479674796748,0.7849462365591398
0.2979591836734694,0.7849462365591398
0.29508196721311475,0.7741935483870968
0.2962962962962963,0.7741935483870968
0.29338842975206614,0.7634408602150538
0.29045643153526973,0.7526881720430108
0.2916666666666667,0.7526881720430108
0.2928870292887029,0.7526881720430108
0.28991596638655465,0.7419354838709677
0.2911392405063291,0.7419354838709677
0.2923728813559322,0.7419354838709677
0.2936170212765957,0.7419354838709677
0.2948717948717949,0.7419354838709677
0.296137339055794,0.7419354838709677
0.2974137931034483,0.7419354838709677
0.2987012987012987,0.7419354838709677
0.3,0.7419354838709677
0.29694323144104806,0.7311827956989247
0.2982456140350877,0.7311827956989247
0.29955947136563876,0.7311827956989247
0.3008849557522124,0.7311827956989247
0.3022222222222222,0.7311827956989247
0.30357142857142855,0.7311827956989247
0.30493273542600896,0.7311827956989247
0.3063063063063063,0.7311827956989247
0.3031674208144796,0.7204301075268817
0.30454545454545456,0.7204301075268817
0.3059360730593607,0.7204301075268817
0.3073394495412844,0.7204301075268817
