fpr,tpr
0.0,0.0
0.0,0.013513513513513514
0.0,0.02702702702702703
0.006211180124223602,0.02702702702702703
0.006211180124223602,0.04054054054054054
0.012422360248447204,0.04054054054054054
0.012422360248447204,0.06756756756756757
0.018633540372670808,0.06756756756756757
0.018633540372670808,0.0945945945945946
0.024844720496894408,0.0945945945945946
0.024844720496894408,0.13513513513513514
0.031055900621118012,0.13513513513513514
0.031055900621118012,0.14864864864864866
0.037267080745341616,0.14864864864864866
0.037267080745341616,0.17567567567567569
0.049689440993788817,0.17567567567567569
0.049689440993788817,0.1891891891891892
0.062111801242236024,0.1891891891891892
0.062111801242236024,0.20270270270270271
0.06832298136645963,0.20270270270270271
0.06832298136645963,0.22972972972972974
0.07453416149068323,0.22972972972972974
0.07453416149068323,0.25675675675675674
0.08695652173913043,0.25675675675675674
0.08695652173913043,0.2702702702702703
0.11180124223602485,0.2702702702702703
0.11180124223602485,0.28378378378378377
0.12422360248447205,0.28378378378378377
0.12422360248447205,0.2972972972972973
0.13664596273291926,0.2972972972972973
0.13664596273291926,0.35135135135135137
0.14285714285714285,0.35135135135135137
0.14285714285714285,0.36486486486486486
0.20496894409937888,0.36486486486486486
0.20496894409937888,0.3783783783783784
0.2670807453416149,0.3783783783783784
0.2670807453416149,0.3918918918918919
0.2795031055900621,0.3918918918918919
0.2795031055900621,0.40540540540540543
0.2857142857142857,0.40540540540540543
0.2857142857142857,0.4189189189189189
0.30434782608695654,0.4189189189189189
0.30434782608695654,0.4594594594594595
0.3167701863354037,0.4594594594594595
0.3167701863354037,0.4864864864864865
0.32919254658385094,0.4864864864864865
0.32919254658385094,0.5135135135135135
0.3416149068322981,0.5135135135135135
0.3416149068322981,0.527027027027027
0.34782608695652173,0.527027027027027
0.34782608695652173,0.5405405405405406
0.39751552795031053,0.5405405405405406
0.39751552795031053,0.5540540540540541
0.40993788819875776,0.5540540540540541
0.40993788819875776,0.5675675675675675
0.422360248447205,0.5675675675675675
0.422360248447205,0.5945945945945946
0.42857142857142855,0.5945945945945946
0.42857142857142855,0.6081081081081081
0.43478260869565216,0.6081081081081081
0.43478260869565216,0.6351351351351351
0.4658385093167702,0.6351351351351351
0.4658385093167702,0.6486486486486487
0.484472049689441,0.6486486486486487
0.484472049689441,0.6756756756756757
0.4906832298136646,0.6756756756756757
0.4906832298136646,0.6891891891891891
0.4968944099378882,0.6891891891891891
0.4968944099378882,0.7027027027027027
0.5341614906832298,0.7027027027027027
0.5341614906832298,0.7162162162162162
0.5403726708074534,0.7162162162162162
0.5403726708074534,0.7567567567567568
0.5962732919254659,0.7567567567567568
0.5962732919254659,0.7837837837837838
0.6024844720496895,0.7837837837837838
0.6024844720496895,0.7972972972972973
0.6211180124223602,0.7972972972972973
0.6211180124223602,0.8108108108108109
0.6583850931677019,0.8108108108108109
0.6583850931677019,0.8243243243243243
0.6832298136645962,0.8243243243243243
0.6832298136645962,0.8378378378378378
0.6894409937888198,0.8378378378378378
0.6894409937888198,0.8513513513513513
0.7142857142857143,0.8513513513513513
0.7142857142857143,0.8648648648648649
0.7204968944099379,0.8648648648648649
0.7204968944099379,0.8918918918918919
0.7639751552795031,0.8918918918918919
0.7639751552795031,0.9054054054054054
0.7950310559006211,0.9054054054054054
0.7950310559006211,0.918918918918919
0.8074534161490683,0.918918918918919
0.8074534161490683,0.9324324324324325
0.8136645962732919,0.9324324324324325
0.8136645962732919,0.9459459459459459
0.84472049689441,0.9459459459459459
0.84472049689441,0.9594594594594594
0.8633540372670807,0.9594594594594594
0.8633540372670807,0.972972972972973
0.9875776397515528,0.972972972972973
0.9875776397515528,0.9864864864864865
1.0,0.9864864864864865
1.0,1.0
