fpr,tpr
0.0,0.0
0.0,0.05263157894736842
0.0425531914893617,0.05263157894736842
0.0425531914893617,0.15789473684210525
0.06382978723404255,0.15789473684210525
0.06382978723404255,0.3684210526315789
0.0851063829787234,0.3684210526315789
0.0851063829787234,0.42105263157894735
0.14893617021276595,0.42105263157894735
0.14893617021276595,0.5263157894736842
0.2553191489361702,0.5263157894736842
0.2553191489361702,0.5789473684210527
0.2765957446808511,0.5789473684210527
0.2765957446808511,0.631578947368421
0.3404255319148936,0.631578947368421
0.3404255319148936,0.6842105263157895
0.5319148936170213,0.6842105263157895
0.5319148936170213,0.7368421052631579
0.6170212765957447,0.7368421052631579
0.6170212765957447,0.8421052631578947
0.6808510638297872,0.8421052631578947
0.6808510638297872,0.8947368421052632
0.7446808510638298,0.8947368421052632
0.7446808510638298,0.9473684210526315
0.8723404255319149,0.9473684210526315
0.8723404255319149,1.0
1.0,1.0
