class,curve,x,y
decrease,roc,0.0,0.0
decrease,roc,0.004784688995215311,0.0
decrease,roc,0.009569377990430622,0.0
decrease,roc,0.009569377990430622,0.021739130434782608
decrease,roc,0.019138755980861243,0.021739130434782608
decrease,roc,0.019138755980861243,0.03260869565217391
decrease,roc,0.028708133971291867,0.03260869565217391
decrease,roc,0.028708133971291867,0.05434782608695652
decrease,roc,0.03827751196172249,0.05434782608695652
decrease,roc,0.03827751196172249,0.07608695652173914
decrease,roc,0.04784688995215311,0.07608695652173914
decrease,roc,0.04784688995215311,0.09782608695652174
decrease,roc,0.05263157894736842,0.09782608695652174
decrease,roc,0.05263157894736842,0.10869565217391304
decrease,roc,0.0861244019138756,0.10869565217391304
decrease,roc,0.0861244019138756,0.13043478260869565
decrease,roc,0.10047846889952153,0.13043478260869565
decrease,roc,0.10047846889952153,0.15217391304347827
decrease,roc,0.11483253588516747,0.15217391304347827
decrease,roc,0.11483253588516747,0.16304347826086957
decrease,roc,0.1291866028708134,0.16304347826086957
decrease,roc,0.1291866028708134,0.17391304347826086
decrease,roc,0.1339712918660287,0.17391304347826086
decrease,roc,0.1339712918660287,0.18478260869565216
decrease,roc,0.15789473684210525,0.18478260869565216
decrease,roc,0.15789473684210525,0.1956521739130435
decrease,roc,0.17703349282296652,0.1956521739130435
decrease,roc,0.17703349282296652,0.20652173913043478
decrease,roc,0.18660287081339713,0.20652173913043478
decrease,roc,0.18660287081339713,0.21739130434782608
decrease,roc,0.19138755980861244,0.21739130434782608
decrease,roc,0.19138755980861244,0.2717391304347826
decrease,roc,0.20574162679425836,0.2717391304347826
decrease,roc,0.20574162679425836,0.30434782608695654
decrease,roc,0.21052631578947367,0.30434782608695654
decrease,roc,0.21052631578947367,0.31521739130434784
decrease,roc,0.215311004784689,0.31521739130434784
decrease,roc,0.215311004784689,0.33695652173913043
decrease,roc,0.22488038277511962,0.33695652173913043
decrease,roc,0.22488038277511962,0.34782608695652173
decrease,roc,0.23444976076555024,0.34782608695652173
decrease,roc,0.23444976076555024,0.358695652173913
decrease,roc,0.2679425837320574,0.358695652173913
decrease,roc,0.2679425837320574,0.3695652173913043
decrease,roc,0.2727272727272727,0.3695652173913043
decrease,roc,0.2727272727272727,0.3804347826086957
decrease,roc,0.27751196172248804,0.3804347826086957
decrease,roc,0.27751196172248804,0.40217391304347827
decrease,roc,0.3014354066985646,0.40217391304347827
decrease,roc,0.3014354066985646,0.41304347826086957
decrease,roc,0.3062200956937799,0.41304347826086957
decrease,roc,0.3062200956937799,0.42391304347826086
decrease,roc,0.3492822966507177,0.42391304347826086
decrease,roc,0.3492822966507177,0.43478260869565216
decrease,roc,0.35406698564593303,0.43478260869565216
decrease,roc,0.35406698564593303,0.44565217391304346
decrease,roc,0.3588516746411483,0.44565217391304346
decrease,roc,0.3588516746411483,0.45652173913043476
decrease,roc,0.36363636363636365,0.45652173913043476
decrease,roc,0.36363636363636365,0.4673913043478261
decrease,roc,0.3684210526315789,0.4673913043478261
decrease,roc,0.3684210526315789,0.4782608695652174
decrease,roc,0.3875598086124402,0.4782608695652174
decrease,roc,0.3875598086124402,0.5108695652173914
decrease,roc,0.39712918660287083,0.5108695652173914
decrease,roc,0.39712918660287083,0.532608695652174
decrease,roc,0.44976076555023925,0.532608695652174
decrease,roc,0.44976076555023925,0.5434782608695652
decrease,roc,0.4880382775119617,0.5434782608695652
decrease,roc,0.4880382775119617,0.5760869565217391
decrease,roc,0.5598086124401914,0.5760869565217391
decrease,roc,0.5598086124401914,0.5869565217391305
decrease,roc,0.569377990430622,0.5869565217391305
decrease,roc,0.569377990430622,0.5978260869565217
decrease,roc,0.6076555023923444,0.5978260869565217
decrease,roc,0.6076555023923444,0.6195652173913043
decrease,roc,0.6267942583732058,0.6195652173913043
decrease,roc,0.6267942583732058,0.6304347826086957
decrease,roc,0.6363636363636364,0.6304347826086957
decrease,roc,0.6363636363636364,0.6413043478260869
decrease,roc,0.6507177033492823,0.6413043478260869
decrease,roc,0.6507177033492823,0.6521739130434783
decrease,roc,0.6602870813397129,0.6521739130434783
decrease,roc,0.6602870813397129,0.6847826086956522
decrease,roc,0.6650717703349283,0.6847826086956522
decrease,roc,0.6650717703349283,0.6956521739130435
decrease,roc,0.6794258373205742,0.6956521739130435
decrease,roc,0.6794258373205742,0.7065217391304348
decrease,roc,0.69377990430622,0.7065217391304348
decrease,roc,0.69377990430622,0.717391304347826
decrease,roc,0.6985645933014354,0.717391304347826
decrease,roc,0.6985645933014354,0.75
decrease,roc,0.7272727272727273,0.75
decrease,roc,0.7272727272727273,0.7608695652173914
decrease,roc,0.7320574162679426,0.7608695652173914
decrease,roc,0.7320574162679426,0.7717391304347826
decrease,roc,0.7464114832535885,0.7717391304347826
decrease,roc,0.7464114832535885,0.782608695652174
decrease,roc,0.7511961722488039,0.782608695652174
decrease,roc,0.7511961722488039,0.7934782608695652
decrease,roc,0.7607655502392344,0.7934782608695652
