fpr,tpr
0.0,0.0
0.0,0.013513513513513514
0.031055900621118012,0.013513513513513514
0.031055900621118012,0.04054054054054054
0.043478260869565216,0.04054054054054054
0.043478260869565216,0.05405405405405406
0.049689440993788817,0.05405405405405406
0.049689440993788817,0.13513513513513514
0.055900621118012424,0.13513513513513514
0.055900621118012424,0.17567567567567569
0.06832298136645963,0.17567567567567569
0.06832298136645963,0.1891891891891892
0.09937888198757763,0.1891891891891892
0.09937888198757763,0.20270270270270271
0.10559006211180125,0.20270270270270271
0.10559006211180125,0.21621621621621623
0.12422360248447205,0.21621621621621623
0.12422360248447205,0.22972972972972974
0.14906832298136646,0.22972972972972974
0.14906832298136646,0.25675675675675674
0.17391304347826086,0.25675675675675674
0.17391304347826086,0.28378378378378377
0.19254658385093168,0.28378378378378377
0.19254658385093168,0.2972972972972973
0.19875776397515527,0.2972972972972973
0.19875776397515527,0.32432432432432434
0.2670807453416149,0.32432432432432434
0.2670807453416149,0.36486486486486486
0.2981366459627329,0.36486486486486486
0.2981366459627329,0.3783783783783784
0.3167701863354037,0.3783783783783784
0.3167701863354037,0.3918918918918919
0.32298136645962733,0.3918918918918919
0.32298136645962733,0.40540540540540543
0.38509316770186336,0.40540540540540543
0.38509316770186336,0.4189189189189189
0.391304347826087,0.4189189189189189
0.391304347826087,0.47297297297297297
0.40993788819875776,0.47297297297297297
0.40993788819875776,0.5
0.4161490683229814,0.5
0.4161490683229814,0.5135135135135135
0.4409937888198758,0.5135135135135135
0.4409937888198758,0.527027027027027
0.4472049689440994,0.527027027027027
0.4472049689440994,0.5540540540540541
0.5217391304347826,0.5540540540540541
0.5217391304347826,0.5675675675675675
0.5279503105590062,0.5675675675675675
0.5279503105590062,0.581081081081081
0.5341614906832298,0.581081081081081
0.5341614906832298,0.6081081081081081
0.5403726708074534,0.6081081081081081
0.5403726708074534,0.6216216216216216
0.5590062111801242,0.6216216216216216
0.5590062111801242,0.6351351351351351
0.5652173913043478,0.6351351351351351
0.5652173913043478,0.6621621621621622
0.577639751552795,0.6621621621621622
0.577639751552795,0.6756756756756757
0.639751552795031,0.6756756756756757
0.639751552795031,0.7297297297297297
0.7204968944099379,0.7297297297297297
0.7204968944099379,0.7432432432432432
0.7329192546583851,0.7432432432432432
0.7329192546583851,0.7567567567567568
0.7763975155279503,0.7567567567567568
0.7763975155279503,0.7837837837837838
0.782608695652174,0.7837837837837838
0.782608695652174,0.8378378378378378
0.8695652173913043,0.8378378378378378
0.8695652173913043,0.8513513513513513
0.8819875776397516,0.8513513513513513
0.8819875776397516,0.8783783783783784
0.8881987577639752,0.8783783783783784
0.8881987577639752,0.8918918918918919
0.9006211180124224,0.8918918918918919
0.9006211180124224,0.918918918918919
0.906832298136646,0.918918918918919
0.906832298136646,0.9324324324324325
0.9130434782608695,0.9324324324324325
0.9130434782608695,0.9459459459459459
0.9254658385093167,0.9459459459459459
0.9254658385093167,0.9594594594594594
0.9751552795031055,0.9594594594594594
0.9751552795031055,0.972972972972973
1.0,0.972972972972973
1.0,1.0
