iteration,train,valid,metric
1,1.0887319564819335,1.1521276235580444,cross_entropy
2,1.0510079264640808,1.1323076486587524,cross_entropy
3,1.0129014372825622,1.1167364120483398,cross_entropy
4,0.9957919955253601,1.1066802740097046,cross_entropy
5,0.9642902851104737,1.0999668836593628,cross_entropy
6,0.9255841493606567,1.0966778993606567,cross_entropy
7,0.9387959599494934,1.096758246421814,cross_entropy
8,0.9239497303962707,1.0951412916183472,cross_entropy
9,0.9051223754882812,1.0925889015197754,cross_entropy
10,0.9018983364105224,1.0888707637786865,cross_entropy
11,0.8740450978279114,1.0846978425979614,cross_entropy
12,0.8806910395622254,1.0809017419815063,cross_entropy
13,0.8533660411834717,1.0799260139465332,cross_entropy
14,0.8533399701118469,1.0809953212738037,cross_entropy
15,0.8231376767158508,1.0840805768966675,cross_entropy
16,0.8444098830223083,1.0871230363845825,cross_entropy
17,0.7907879829406739,1.0897091627120972,cross_entropy
18,0.8099043846130372,1.0928727388381958,cross_entropy
19,0.7909509897232055,1.0973268747329712,cross_entropy
20,0.7790948390960694,1.10027277469635,cross_entropy
21,0.7838988780975342,1.1017630100250244,cross_entropy
22,0.7687522292137146,1.1057993173599243,cross_entropy
23,0.7526050925254821,1.1144778728485107,cross_entropy
