iteration,train,valid,metric
1,7.379160702147184,98.70011114499688,rmse
2,7.145609032215217,97.55144232787465,rmse
3,6.929427609374362,96.33660236970266,rmse
4,6.7198246146061855,95.34970796356642,rmse
5,6.562528491580061,94.47506542683853,rmse
6,6.386886409515885,93.90573133774038,rmse
7,6.200663112179688,92.62605240058514,rmse
8,6.026618551545867,91.636413294672,rmse
9,5.914960131154043,90.98326711102825,rmse
10,5.755610193946245,90.16292894352063,rmse
11,5.611135049700708,89.67501160778437,rmse
12,5.467988729519119,89.385566755646,rmse
13,5.3570513840515765,89.20569605855373,rmse
14,5.230721529744931,88.82889510674676,rmse
15,5.106638042852285,88.44479961162267,rmse
16,4.982759002634856,88.10835284341273,rmse
17,4.867630872225804,87.36246834400491,rmse
18,4.763328971191741,87.09987751949495,rmse
19,4.6622901197763005,86.69983449451264,rmse
20,4.573441738425772,86.18140093453228,rmse
21,4.501379602463823,85.73414018325626,rmse
22,4.418011989127791,85.05120985151919,rmse
23,4.338837509873447,84.78379731565617,rmse
24,4.2901825426689735,84.55621830499496,rmse
25,4.2203936393596155,84.31086346620914,rmse
26,4.163502162728656,84.19717773466321,rmse
27,4.098911711785511,84.07423177213177,rmse
28,4.036173589995084,83.93737766314402,rmse
29,3.9783011257430623,83.8342032875363,rmse
30,3.923139644959289,83.46102107791151,rmse
31,3.8681267988624914,83.34725376668358,rmse
32,3.8156534497891674,82.94885378987729,rmse
33,3.778280962302576,82.65700925755068,rmse
34,3.7356894875680666,82.46079691605219,rmse
35,3.7004087102309686,82.35551202850577,rmse
36,3.658359111348985,82.35911586670365,rmse
37,3.6242052073546627,82.30168922731332,rmse
38,3.588727830345591,81.9730419010697,rmse
39,3.5533696056343373,81.66992769121116,rmse
40,3.5256619300933334,81.59846143907895,rmse
41,3.4957088325978978,81.31560106949048,rmse
42,3.4677633180024943,81.02673034102347,rmse
43,3.4365602183683466,80.91629767219331,rmse
44,3.406290481583087,80.754430220222,rmse
45,3.385242483323373,80.7216400285395,rmse
46,3.355041908268807,80.70657695881188,rmse
47,3.3286668094631437,80.55131878009871,rmse
48,3.30830028259033,80.48984787325917,rmse
49,3.284162818177164,80.44968700400668,rmse
50,3.2605946998518207,80.28897134462242,rmse
51,3.238713602055099,80.15038484623737,rmse
52,3.2197261548874465,80.15186487987738,rmse
53,3.2003484757562135,80.06988798317963,rmse
54,3.187586207593505,79.92292045325989,rmse
55,3.1655627501847587,79.89029732620698,rmse
56,3.148967867113264,79.66290009027148,rmse
57,3.1298502809323825,79.5856775130766,rmse
58,3.109337180217889,79.48262977918877,rmse
59,3.088743320111958,79.46513788316037,rmse
60,3.073831469055522,79.44345359361986,rmse
61,3.053022059561238,79.34590411441728,rmse
62,3.036668561215952,79.25464969924742,rmse
63,3.023518464692319,79.18478516203135,rmse
64,3.0011316733928832,79.15547925110201,rmse
65,2.9870464453518992,79.21661530247799,rmse
66,2.9714858428975615,79.20515878616214,rmse
67,2.95920799118984,79.03764868832894,rmse
68,2.946408864745898,78.97568542854333,rmse
69,2.933553302107008,78.85036816716247,rmse
70,2.9075714211884844,78.78935956432426,rmse
71,2.894068508006265,78.73953202153126,rmse
72,2.882350130063098,78.72266094956993,rmse
73,2.8690559611887747,78.71555744391048,rmse
74,2.8612514528872257,78.6630172000798,rmse
75,2.8416704585718793,78.67610547814989,rmse
76,2.830943160499524,78.66850872740744,rmse
77,2.8159912786838874,78.59617465963298,rmse
78,2.806078577253344,78.47555854137647,rmse
79,2.783054996506026,78.46901099765334,rmse
80,2.775232547229515,78.58823366614963,rmse
81,2.769828997782012,78.70031115700819,rmse
82,2.7630922726877563,78.83030970201546,rmse
83,2.757641939174035,78.78368399633355,rmse
84,2.750976663203854,78.84691633272801,rmse
85,2.741611446163927,78.82491365562349,rmse
86,2.735414591886691,78.94778545884802,rmse
87,2.7269877036447188,79.03047066244633,rmse
88,2.7042487823329844,79.00896231750775,rmse
89,2.6971548349997017,79.06274770442973,rmse
90,2.684475109579678,79.01733467765443,rmse
91,2.6786631785396664,79.12750142029647,rmse
92,2.6713501768786188,79.0495290942004,rmse
93,2.661310964739159,78.96390364308569,rmse
94,2.650970845588107,78.9199142651737,rmse
95,2.639341518573048,78.88443819754163,rmse
96,2.627330894167764,78.85918970980096,rmse
97,2.6231623525191425,78.89277488430149,rmse
98,2.6123720082361856,78.93649719531818,rmse
99,2.596007021106543,78.89903255141664,rmse
100,2.5913973516970117,78.94483481142949,rmse
