iteration,train,valid,metric
1,3.1724003142536104,53.92588937459016,rmse
2,3.070350825619868,53.58457348739533,rmse
3,2.9809430152379806,53.217159587076104,rmse
4,2.8901149869681086,52.94425424233956,rmse
5,2.806708790744384,52.61614806738517,rmse
6,2.73289956392831,52.295374347762454,rmse
7,2.653929476082069,52.01723235859736,rmse
8,2.591472319131548,51.870497121276976,rmse
9,2.521873278577936,51.76474052008321,rmse
10,2.457129691871128,51.67196939425469,rmse
11,2.399262906081725,51.47162101897186,rmse
12,2.340251784802685,51.259381492752894,rmse
13,2.2896549654018226,51.02326720225565,rmse
14,2.24493999944905,50.84274899855782,rmse
15,2.2053531273833307,50.70328262047862,rmse
16,2.156824152753035,50.64888004314025,rmse
17,2.1111258176443313,50.47761693664667,rmse
18,2.071977257491225,50.416017654768716,rmse
19,2.0291875426593897,50.2210097846588,rmse
20,1.996008583125157,50.0698169510438,rmse
21,1.9601842659770918,49.94688416910874,rmse
22,1.9237053234162016,49.870073375524704,rmse
23,1.8912330375008595,49.79979375081325,rmse
24,1.864009102833486,49.64936898058844,rmse
25,1.8375637462725436,49.56711829401931,rmse
26,1.8120207203242211,49.470735404420296,rmse
27,1.7884102942216857,49.42345919777684,rmse
28,1.7654960390829217,49.40037955285645,rmse
29,1.7454567724074594,49.29286118861669,rmse
30,1.7268713191320684,49.21225698609728,rmse
31,1.708150037354662,49.10041629192886,rmse
32,1.685626888817142,49.044284852178166,rmse
33,1.667751787648953,48.97385812114976,rmse
34,1.655305017044771,48.95299846281059,rmse
35,1.6380562325821046,48.903250345266514,rmse
36,1.622289179649113,48.87730594230194,rmse
37,1.6063911657887586,48.83756068402649,rmse
38,1.5927113378513202,48.80610421377797,rmse
39,1.5782320333393918,48.75480252743039,rmse
40,1.564436308700209,48.67489932215267,rmse
41,1.547483944960314,48.65886558774265,rmse
42,1.5365694788929674,48.60827645897949,rmse
43,1.5276925191866557,48.54298736028449,rmse
44,1.5165660561765961,48.53289587005248,rmse
45,1.5040024387135433,48.48551631489375,rmse
46,1.4939394298001554,48.393816495376846,rmse
47,1.4827003885185999,48.329492348084884,rmse
48,1.4745941999357006,48.27165231012953,rmse
49,1.459011812557448,48.2312107541646,rmse
50,1.4499871851444366,48.12410183708536,rmse
51,1.4391935681915775,48.05563089781673,rmse
52,1.430820016782135,48.02078688746948,rmse
53,1.4230594173620992,47.98733509439993,rmse
54,1.4173873695078694,47.93581988847634,rmse
55,1.4065494401757044,47.92305317585104,rmse
56,1.3937386600226782,47.89507667892506,rmse
57,1.3865796674079196,47.87745560348018,rmse
58,1.3771362284547064,47.86590637733626,rmse
59,1.3709226688572136,47.86166270549795,rmse
60,1.3645318297777997,47.84992694485938,rmse
61,1.357693838402335,47.849667497563544,rmse
62,1.3459685444689755,47.84027600946146,rmse
63,1.3410395749034798,47.78181179883604,rmse
64,1.3333226852440996,47.74855299973139,rmse
65,1.3281833251850617,47.72474775609304,rmse
66,1.318821021058286,47.7323116332465,rmse
67,1.3136409945818643,47.75639263684104,rmse
68,1.3036857764112468,47.75324176634448,rmse
69,1.2960343746037026,47.726398734794984,rmse
70,1.2877404666758436,47.7135042351538,rmse
71,1.2813267267851833,47.706949207021886,rmse
72,1.2733404208688457,47.70595406455467,rmse
73,1.2665801037121447,47.67805222907086,rmse
74,1.262711904023049,47.67303601537222,rmse
75,1.2577661837020453,47.65430653970364,rmse
76,1.2512767873496904,47.6374909738388,rmse
77,1.2456164966770882,47.62698150591215,rmse
78,1.2381789722761765,47.62511548514056,rmse
79,1.2350147063034462,47.63894573589875,rmse
80,1.2269125035496704,47.63988925795304,rmse
81,1.221817306050538,47.638314594319965,rmse
82,1.2140027343849462,47.648408386087,rmse
83,1.2062063115993042,47.64032348608284,rmse
84,1.20020513411355,47.61704251957899,rmse
85,1.196985597443044,47.60845554359494,rmse
86,1.1919271622116687,47.600452990372105,rmse
87,1.1867537938962454,47.59670968995581,rmse
88,1.1793065597816006,47.57680280295975,rmse
89,1.174048858635116,47.58256614078469,rmse
90,1.1693232014390733,47.58476566074056,rmse
91,1.1657788928107733,47.611953318847924,rmse
92,1.159793863796082,47.61260859447313,rmse
93,1.155201293255217,47.60671243919363,rmse
94,1.150002672123737,47.611257391499244,rmse
95,1.1429057278479564,47.627901414210456,rmse
96,1.1396843335788445,47.62688915991405,rmse
97,1.135294055667118,47.64459711413653,rmse
98,1.1316245147492314,47.67556200643848,rmse
99,1.1296924699143396,47.67050179688273,rmse
100,1.1261099967965942,47.67299967503608,rmse
