iteration,train,valid,metric
1,32.76210038054149,92.0418893119149,rmse
2,31.608932303483535,90.59988514016992,rmse
3,30.39336747301071,86.43465563011576,rmse
4,29.278192740055818,83.32907270314442,rmse
5,28.338427188884847,79.42765859977894,rmse
6,27.36994482795415,76.43617501031625,rmse
7,26.407446648586884,74.12446518199617,rmse
8,25.50806359072477,72.89522373412689,rmse
9,24.687929309431457,68.8217389236631,rmse
10,23.908082222892375,66.64903957470736,rmse
11,23.182253245045928,65.59254386913324,rmse
12,22.38477636704024,59.080227921804536,rmse
13,21.619919803394595,57.11011828715417,rmse
14,20.98785636938249,54.52771796558367,rmse
15,20.31094278485527,52.274696643285665,rmse
16,19.677177677523815,51.34261020146655,rmse
17,19.07569394175862,49.47215619682062,rmse
18,18.472459879104075,47.957597271235535,rmse
19,18.024178544047732,46.402486036198745,rmse
20,17.59920605320761,44.97809932658559,rmse
21,17.084599333913268,43.68652726439594,rmse
22,16.68912317666708,42.683372564608334,rmse
23,16.27712457024628,41.526448211622196,rmse
24,15.954665417698113,40.38681229158307,rmse
25,15.615644314598523,39.21173289969587,rmse
26,15.175446755910775,38.722556842835665,rmse
27,14.784909498275397,38.22164400906587,rmse
28,14.391367968346596,36.94443812188159,rmse
29,14.043657640708819,36.26057226539785,rmse
30,13.7193499673031,36.101623319222284,rmse
31,13.398761132742765,35.69045516407238,rmse
32,13.076403355227447,34.01011932632065,rmse
33,12.786569038304755,32.99517507574345,rmse
34,12.572245588711144,32.67633502338732,rmse
35,12.296878140206166,30.971402822907717,rmse
36,12.0847647408314,30.836218010553285,rmse
37,11.901397592496295,30.60733442856229,rmse
38,11.650936018260817,30.191863164002562,rmse
39,11.447798807767345,29.879013123999947,rmse
40,11.224523590088081,29.192567523898436,rmse
41,11.082966367248217,29.012997435044248,rmse
42,10.9519295205974,28.43509434564065,rmse
43,10.764800238741286,27.779228268826277,rmse
44,10.59597392828006,27.987867799688313,rmse
45,10.459361562054616,27.523790141517477,rmse
46,10.352549823514053,27.38558093360924,rmse
47,10.18807627347302,27.32393348888743,rmse
48,10.027527589957351,27.168588984282206,rmse
49,9.883066719594247,26.961817806609393,rmse
50,9.750679551831043,26.97416085072554,rmse
51,9.671400814263013,26.794478773754683,rmse
52,9.552372946982397,26.782870266742776,rmse
53,9.475299674350678,26.766114087948296,rmse
54,9.37338360517762,26.824261421661674,rmse
55,9.263779973163576,26.90986118980659,rmse
56,9.192283979240347,27.154335781687312,rmse
57,9.096418684516985,27.32531507992256,rmse
58,9.026847336974457,27.298465053484577,rmse
59,8.944712028540431,27.24900212631999,rmse
60,8.876374859093572,27.189015854991908,rmse
61,8.797486796631366,27.203888017221516,rmse
62,8.728454383345696,27.203231178933198,rmse
63,8.657794393519978,27.177982585449143,rmse
64,8.628283246071224,27.195579721328535,rmse
65,8.566122160451055,27.191415681132646,rmse
66,8.534088080476339,27.022550454931675,rmse
67,8.48886909763553,27.001651088191146,rmse
68,8.431228907597212,27.002058937178667,rmse
69,8.373306654081187,27.119824314698008,rmse
70,8.318016383999305,27.142287898581348,rmse
71,8.269339335456522,27.137310528163493,rmse
72,8.222221497083712,27.17002126462728,rmse
73,8.176252642424759,27.223079365031932,rmse
74,8.138743943450041,27.2227406613329,rmse
75,8.099931881445572,27.30172866850106,rmse
76,8.061743095971245,27.439944577403956,rmse
77,8.0291521332949,27.382487212693963,rmse
78,7.991755626449883,27.377438172220447,rmse
79,7.959464117859497,27.367989733153337,rmse
80,7.921360942952221,27.39361602405649,rmse
81,7.892545863160752,27.424470228579604,rmse
82,7.873878518733013,27.46071807681814,rmse
83,7.846991807336096,27.495279814298193,rmse
84,7.829411282113008,27.50615426457383,rmse
85,7.795069389746238,27.955196642170616,rmse
86,7.770480809499381,27.970429449680754,rmse
87,7.744143168035454,27.987365449049722,rmse
88,7.719193454964988,28.004771578297667,rmse
89,7.698836422475541,28.066862672846494,rmse
90,7.678629968989899,28.056979050891723,rmse
91,7.66305170078341,28.04374762154963,rmse
92,7.64155601258204,28.24508696019125,rmse
93,7.618152623435955,28.664970381714284,rmse
94,7.603401497967894,28.608754401521537,rmse
95,7.585537057281773,28.605620546394007,rmse
96,7.567367498710965,28.625909964045427,rmse
97,7.549467513357042,28.663323392391387,rmse
98,7.532967580391557,28.663797103500414,rmse
99,7.51998983587821,28.663124085406956,rmse
100,7.504624723482503,28.665646237968705,rmse
