iteration,train,valid,metric
1,1.103886890411377,1.1024075746536255,cross_entropy
2,1.0311307311058044,1.087405800819397,cross_entropy
3,1.0000478029251099,1.0785951614379883,cross_entropy
4,0.9833718419075013,1.0729833841323853,cross_entropy
5,0.9520289063453674,1.070394515991211,cross_entropy
6,0.9432044148445129,1.0694209337234497,cross_entropy
7,0.9349018335342407,1.069056749343872,cross_entropy
8,0.9060634255409241,1.068897008895874,cross_entropy
9,0.8966524243354798,1.066399097442627,cross_entropy
10,0.8708022594451904,1.0600950717926025,cross_entropy
11,0.8694607734680175,1.054273009300232,cross_entropy
12,0.8595614433288574,1.049570918083191,cross_entropy
13,0.8425832271575928,1.048408031463623,cross_entropy
14,0.8253182768821716,1.0483994483947754,cross_entropy
15,0.8198140025138855,1.0486090183258057,cross_entropy
16,0.8127578020095825,1.0493509769439697,cross_entropy
17,0.8041466355323792,1.050315022468567,cross_entropy
18,0.7944979786872863,1.053403377532959,cross_entropy
19,0.7700379848480224,1.0547730922698975,cross_entropy
20,0.7706124186515808,1.0544615983963013,cross_entropy
21,0.7447832465171814,1.0604885816574097,cross_entropy
22,0.7553576707839966,1.0630236864089966,cross_entropy
23,0.7097164750099182,1.0608986616134644,cross_entropy
24,0.7121382832527161,1.0586187839508057,cross_entropy
